
id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-04010,VWO-3006,Verify responsive breakpoint toggle (desktop/tablet/mobile) (edge case),Editor,P2,Major,chrome|gdpr|i18n|ui,Editor loaded,1. Switch breakpoint,Iframe resizes accordingly,UI,sara.patel,VWO-25.S30,Active
TC-04011,VWO-3694,Verify deep link from VWO report to Amplitude dashboard (boundary),Integrations,P2,Blocker,performance|ui,Amplitude connected,1. Open report > 'View in Amplitude',Opens vendor dashboard in new tab,UI,promode.dutta,VWO-25.S45,Active
TC-04012,VWO-5840,Verify config polling interval in .NET SDK (negative),FullStack,P1,Major,integration|regression,SDK with poll=30s,1. Update server config,Client picks change within 30s,Functional,harsh.gupta,VWO-25.S07,Active
TC-04013,VWO-4425,Verify funnel save blocked when only 1 step provided (positive),Funnels,P3,Critical,integration|mobile|regression,User on /funnels/new,1. Add 1 step || 2. Save,Error 'At least 2 steps required',Negative,vikram.singh,VWO-25.S47,Active
TC-04014,VWO-3628,Verify Personalization save blocked without audience selected (retry),Personalization,P2,Critical,chrome|regression|safari,Personalize Draft,1. Skip audience || 2. Save,Error 'Audience required',Negative,ishaan.mehta,VWO-25.S47,Active
TC-04015,VWO-3338,Verify creating an audience segment via Segment Builder (low-bandwidth),Segmentation,P1,Major,dataloss|i18n|regression|sanity|smoke,User logged in,1. Navigate /segments/new || 2. Add condition || 3. Save,Segment saved | Available in audience picker,Functional,aditya.rao,VWO-25.S35,Active
TC-04016,VWO-1130,Verify mobile preview iframe respects Android phone viewport (rtl locale),AB Testing,P1,Critical,edge|mobile|safari|sanity,A/B editor open,1. Switch preview to mobile || 2. Choose desktop,Iframe resizes to viewport dims | Touch events emulated,UI,anika.bose,VWO-25.S44,Archived
TC-04017,VWO-1404,Verify field mapping UI for Intercom (rtl locale),Integrations,P2,Blocker,e2e|gdpr|regression|safari|ui,Intercom connected,1. Open mappings || 2. Map vwo_variation -> custom_dim_5 || 3. Save,Mapping saved and applied,Functional,aditya.rao,VWO-25.S24,Active
TC-04018,VWO-1784,Verify Chrome extension install flow (en-GB),Editor,P0,Minor,performance|regression|ui,Chrome browser fresh,1. Install from store || 2. Pin,Extension icon in toolbar,Functional,neha.khanna,VWO-25.S25,Active
TC-04019,VWO-2988,Verify WYSIWYG drag-resize on hero image variation (en-GB),AB Testing,P1,Trivial,sanity|ui,Editor in WYSIWYG mode,1. Select hero image || 2. Drag to 80% width || 3. Save,Image saves at 80% width | CSS rule emitted,UI,vikram.singh,VWO-25.S30,Active
TC-04020,VWO-1438,Verify URL contains '/blog' condition in segment (fr-FR),Segmentation,P1,Minor,accessibility|edge|performance|regression|smoke,Segment Draft,1. Add URL contains /blog || 2. Save,Saved,Functional,riya.sharma,VWO-25.S04,Active
TC-04021,VWO-1827,Verify empty video-play goal name shows inline error (ja-JP),Goals,P2,Critical,e2e|integration|regression|safari|security,Add Goal modal open,1. Skip name || 2. Save,Error 'Name required',Negative,kavya.iyer,VWO-25.S10,Active
TC-04022,VWO-1128,Verify goals list shows all goals for campaign #5926 (hi-IN),Goals,P2,Major,accessibility|sanity|security|ui,Campaign 5926 has 5 goals,1. Open /campaigns/5926/goals,All 5 goals listed | Type icons visible,UI,dev.ranganathan,VWO-25.S24,Active
TC-04023,VWO-4577,Verify previewing Split URL variant opens variant page (hi-IN),Split URL,P1,Blocker,edge|gdpr|mobile|smoke,Split URL test in editor,1. Click Preview > Variant 1,Variant URL opens in new tab with QA banner,Functional,kavya.iyer,VWO-25.S28,Active
TC-04024,VWO-1731,Verify funnel supports up to 10 steps (pt-BR),Funnels,P2,Critical,chrome|regression,User on /funnels/new,1. Add 10 steps || 2. Save,Funnel saved with 10 steps | 11th rejected,Boundary,sara.patel,VWO-25.S13,Active
TC-04025,VWO-1531,Verify Personalization report shows engagement uplift (Chrome),Personalization,P3,Critical,dataloss|regression,Personalize ran 7d,1. Open /campaigns/personalize/{id}/report,Engagement % delta vs baseline shown,Functional,sara.patel,VWO-25.S38,Active
TC-04026,VWO-4841,Verify unique conversions count distinct visitors only (Firefox),Goals,P2,Minor,accessibility|chrome|gdpr|regression,Same visitor triggers goal twice,1. Check unique conversions metric,Counts as 1 unique conversion,Functional,ishaan.mehta,VWO-25.S17,Active
TC-04027,VWO-4420,Verify Code Editor injects custom JS into Variation A (mobile-web),AB Testing,P3,Trivial,e2e|gdpr|regression,A/B test in editor,"1. Open Code Editor for Variation A || 2. Paste 'document.title=""Test""' || 3. Save",JS saved | Preview shows updated tab title,Functional,arjun.kapoor,VWO-25.S29,Active
TC-04028,VWO-1179,Verify playback speeds 1x/2x/4x for session recording (tablet),Session Recordings,P1,Major,api|dataloss|regression,Recording playing,1. Switch to 2x || 2. Then 4x,Speed changes accordingly | Audio (if any) muted,Functional,anika.bose,VWO-25.S52,Active
TC-04029,VWO-1273,Verify editing variation copy in A/B campaign #1712 (tablet),AB Testing,P1,Major,dataloss|regression,A/B campaign 1712 exists in Draft | User has Editor role,1. Open /campaigns/ab/1712/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,riya.sharma,VWO-25.S31,Archived
TC-04030,VWO-3698,Verify duplicating Heatmap copies URL and segment filters (tablet),Heatmaps,P2,Blocker,mobile|regression|smoke,Heatmap exists,1. Click Duplicate,Copy retains URL & filters,Functional,promode.dutta,VWO-25.S06,Active
TC-04031,VWO-3143,Verify abandonment metric per field in Forms (slow 3G),Forms,P3,Minor,chrome|regression,Forms data ready,1. Open report,Abandonment % per field,Functional,neha.khanna,VWO-25.S36,Active
TC-04032,VWO-1394,Verify isFeatureEnabled returns rollout result in Node.js (offline-online),FullStack,P1,Minor,edge|regression|ui,Flag at 50%,1. Call API for 1000 users,~500 true ±5%,Functional,anika.bose,VWO-25.S37,Active
TC-04033,VWO-1452,Verify saving segment with name uniqueness (re-entry),Segmentation,P2,Major,e2e|i18n|mobile|regression,Segment with name 'VIP' exists,1. Try save another with same name,Error 'Name must be unique',Negative,arjun.kapoor,VWO-25.S18,Active
TC-04034,VWO-5715,Verify Split URL forces HTTPS on variant (after refresh),Split URL,P2,Major,edge|security,HTTPS site,1. Open http://site/pricing,Final URL is https://site/pricing-v2,Security,neha.khanna,VWO-25.S28,Draft
TC-04035,VWO-3625,Verify comparing two segments on the same funnel (after upgrade),Funnels,P2,Major,firefox|regression,Funnel report ready,1. Add segment Desktop alongside Mobile,Side-by-side comparison view,Functional,promode.dutta,VWO-25.S41,Active
TC-04036,VWO-2678,Verify cookie 'segment=enterprise' triggers Personalization (after upgrade),Personalization,P2,Minor,dataloss|regression,SmartCode cookie reader enabled,1. Audience cookie segment=enterprise || 2. Save,Enterprise cookie holders see banner,Functional,harsh.gupta,VWO-25.S44,Active
TC-04037,VWO-2321,Verify iOS SDK trackEvent('purchase') hits goal (cold start),Mobile,P3,Trivial,accessibility|integration|mobile|sanity|ui,Goal registered,1. Call SDK trackEvent,Goal count increments in dashboard,Functional,sara.patel,VWO-25.S23,Active
TC-04038,VWO-2159,Verify MVT preview lets QA pick any combination (cookieless),MVT,P2,Major,dataloss|e2e|i18n|regression|smoke,MVT Draft,1. Click Preview || 2. Pick combination 'A2-B1-C2',Preview URL renders that combination,Functional,dev.ranganathan,VWO-25.S11,Active
TC-04039,VWO-3511,Verify export-CSV downloads complete report data (cookieless),Reports,P2,Trivial,billing|e2e|edge|regression|safari,Report ready,1. Click Export > CSV,"CSV with all goals, variations, dates",Functional,kavya.iyer,VWO-25.S47,Active
TC-04040,VWO-5693,Verify feature flag fetched via SDK on Android (third-party blocked),Mobile,P2,Critical,mobile|smoke,Flag 'new_checkout' active,1. Call isFeatureEnabled,Returns true/false based on rollout,Functional,anika.bose,VWO-25.S33,Active
TC-04041,VWO-3258,Verify Forms report handles 50+ fields without UI break (strict CSP),Forms,P2,Blocker,integration|mobile|ui,Form has 60 fields,1. Open report,All fields render with virtual scroll,Boundary,kavya.iyer,VWO-25.S09,Active
TC-04042,VWO-4136,Verify Personalization report shows engagement uplift (IE-removed),Personalization,P3,Major,regression|security,Personalize ran 7d,1. Open /campaigns/personalize/{id}/report,Engagement % delta vs baseline shown,Functional,neha.khanna,VWO-25.S45,Active
TC-04043,VWO-5853,Verify deleting Forms tracker stops collection (role: Viewer),Forms,P2,Major,billing|chrome|edge|mobile|regression,Forms tracker exists,1. Delete || 2. Confirm,Tracker removed | No new data captured,Functional,aditya.rao,VWO-25.S04,Active
TC-04044,VWO-3798,Verify campaign #7596 report loads with all goal cards (role: Admin),Reports,P2,Minor,mobile|regression|sanity,Campaign 7596 ran 24h,1. Open /campaigns/7596/report,Goal cards render | Loading skeleton transitions to data,Functional,aditya.rao,VWO-25.S14,Active
TC-04045,VWO-3146,Verify first-touched field tracking in Forms (role: Editor),Forms,P0,Major,dataloss|gdpr|regression,Forms data ready,1. Open report,First-touched stat per field,Functional,anika.bose,VWO-25.S36,Active
TC-04046,VWO-5094,Verify Code Editor injects custom JS into Variation A (US DC),AB Testing,P2,Critical,firefox|integration|regression|sanity,A/B test in editor,"1. Open Code Editor for Variation A || 2. Paste 'document.title=""Test""' || 3. Save",JS saved | Preview shows updated tab title,Functional,ishaan.mehta,VWO-25.S50,Active
TC-04047,VWO-2587,Verify gradual rollout slider 25% to 100% over time (US DC),Personalization,P3,Blocker,billing|e2e|integration|regression|ui,Personalize running at 25%,1. Move slider to 100% || 2. Save,100% audience now bucketed,Functional,neha.khanna,VWO-25.S35,Active
TC-04048,VWO-4354,Verify banner 3 days before trial end (Asia DC),Billing,P2,Major,billing|chrome|i18n|mobile|performance,Trial ends in 3 days,1. Login,Banner 'Trial ends in 3 days',UI,vikram.singh,VWO-25.S38,Active
TC-04049,VWO-3207,Verify funnel supports up to 10 steps (regression),Funnels,P1,Major,chrome|e2e|regression|security,User on /funnels/new,1. Add 10 steps || 2. Save,Funnel saved with 10 steps | 11th rejected,Boundary,harsh.gupta,VWO-25.S50,Active
TC-04050,VWO-5475,Verify Personalization preview impersonates audience (regression),Personalization,P2,Major,api|smoke|ui,Personalize Draft,1. Click Preview || 2. Impersonate audience VIP,Preview shows VIP variant,Functional,riya.sharma,VWO-25.S46,Active
TC-04051,VWO-3696,Verify Browser tab on report breaks down by browser (p0),Reports,P3,Major,dataloss|regression,Report ready,1. Open Browser tab,Per-browser stats shown,Functional,anika.bose,VWO-25.S40,Active
TC-04052,VWO-5175,Verify Android SDK fetches active campaigns over network (p1),Mobile,P2,Blocker,integration|mobile|smoke,SDK initialised,1. Trigger fetch,Active campaigns cached locally,Functional,harsh.gupta,VWO-25.S40,Active
TC-04053,VWO-3953,Verify isFeatureEnabled returns rollout result in .NET (critical-path),FullStack,P3,Minor,regression|sanity|security,Flag at 50%,1. Call API for 1000 users,~500 true ±5%,Functional,anika.bose,VWO-25.S02,Active
TC-04054,VWO-2313,Verify Device=mobile condition in segment (edge case),Segmentation,P0,Blocker,integration|mobile,Segment Draft,1. Add device=mobile || 2. Save,Saved correctly,Functional,sara.patel,VWO-25.S07,Draft
TC-04055,VWO-1978,Verify selector falls back to nth-of-type when id missing (negative),Editor,P2,Trivial,mobile|performance|regression,Element has no id,1. Pick element,Selector uses nth-of-type,Functional,vikram.singh,VWO-25.S06,Active
TC-04056,VWO-3540,Verify audience targeting by 'de-DE' locale on A/B test (positive),AB Testing,P1,Major,performance|regression|safari|security,Audience builder open,1. Add condition 'Browser language equals fr-FR' || 2. Save audience || 3. Apply to A/B test,Only fr-FR visitors enter the test | Bucket logs show locale match,Functional,aditya.rao,VWO-25.S19,Active
TC-04057,VWO-5067,Verify QA Mode forces variation via cookie _vwo_qa for Edge (retry),AB Testing,P3,Critical,chrome|performance|regression|safari|sanity,Edge has VWO QA cookie set,1. Open test URL || 2. Reload 5 times,Same variation shown each reload | QA banner visible,Functional,neha.khanna,VWO-25.S36,Draft
TC-04058,VWO-2491,Verify only one active connection per Slack workspace (retry),Integrations,P0,Blocker,dataloss|regression,Slack already connected,1. Try connect again,Warning 'Already connected',Negative,vikram.singh,VWO-25.S48,Active
TC-04059,VWO-4509,Verify PUT /api/v1/campaigns/{id} updates name (low-bandwidth),API,P0,Trivial,accessibility|api|edge|ui,Campaign exists,1. PUT with new name,200 OK; name updated,API,dev.ranganathan,VWO-25.S10,Draft
TC-04060,VWO-3538,Verify Viewer scope cannot POST /api/v1/campaigns (high-load),API,P3,Critical,api|gdpr|security|ui,Viewer token,1. POST campaign,403 Forbidden,Security,promode.dutta,VWO-25.S03,Active
TC-04061,VWO-1076,Verify Edit HTML mode replaces inner HTML safely (rtl locale),Editor,P2,Minor,edge|regression,Editor loaded,1. Edit HTML of div,Inner HTML replaced | Sanitized,Functional,kavya.iyer,VWO-25.S07,Active
TC-04062,VWO-4616,Verify malicious script in Code Editor is sanitized on render (de-DE),AB Testing,P2,Critical,integration|regression|sanity|security|ui,A/B editor open,1. Paste '<script>alert(1)</script>' into HTML node || 2. Save || 3. Preview,Script tags HTML-encoded | No alert fires,Security,riya.sharma,VWO-25.S44,Active
TC-04063,VWO-1759,Verify reordering funnel steps via drag (en-GB),Funnels,P2,Trivial,gdpr|mobile|ui,Funnel with 4 steps,1. Drag step 3 to position 2 || 2. Save,Order updated | Conversion recalculated,Functional,ishaan.mehta,VWO-25.S46,Active
TC-04064,VWO-4005,Verify duplicate of A/B campaign copies variations and goals (fr-FR),AB Testing,P3,Minor,chrome|regression,Campaign 2348 exists with 3 variations and 2 goals,1. Open /campaigns/2348 || 2. Click overflow > Duplicate || 3. Enter new name,New campaign created with 3 variations + 2 goals | Status = Draft,Functional,vikram.singh,VWO-25.S45,Active
TC-04065,VWO-2552,Verify Chrome extension connects editor to live site (hi-IN),Editor,P1,Minor,accessibility|regression|ui,Extension installed,1. Click 'Open in extension',Editor controls injected,Functional,sara.patel,VWO-25.S36,Active
TC-04066,VWO-3072,Verify stopping Split URL #4188 removes redirect (ja-JP),Split URL,P1,Major,api|e2e|mobile|regression,Split URL 4188 running,1. Open /campaigns/4188 || 2. Click Stop,No further redirects | Status = Stopped,Functional,sara.patel,VWO-25.S42,Active
TC-04067,VWO-3613,Verify clickmap shows top-clicked elements on '/landing/black-friday' (hi-IN),Heatmaps,P1,Critical,billing|e2e|regression,Heatmap data ready,1. Open Clickmap,Top 10 clicked elements listed | Click counts visible,Functional,arjun.kapoor,VWO-25.S28,Active
TC-04068,VWO-5899,Verify device targeting limits A/B test to mobile only (Chrome),AB Testing,P2,Major,regression,A/B campaign Draft,1. Open Targeting > Device || 2. Select mobile || 3. Save,Bucket only when device matches | Other devices skip the test,Functional,neha.khanna,VWO-25.S18,Active
TC-04069,VWO-5513,Verify replacing image via Image Library upload (Chrome),Editor,P2,Major,api|chrome|regression,Editor loaded,"1. Pick img, upload new",Src updated | Library entry added,Functional,ishaan.mehta,VWO-25.S12,Active
TC-04070,VWO-2859,Verify form completion rate percentage (Firefox),Forms,P3,Minor,edge|regression|safari|ui,Forms data ready,1. Open report header,Completion % matches manual count,Functional,neha.khanna,VWO-25.S47,Active
TC-04071,VWO-2503,Verify Forms report export CSV (tablet),Forms,P2,Major,billing|regression|ui,Forms report ready,1. Click Export,CSV with per-field stats,Functional,neha.khanna,VWO-25.S32,Active
TC-04072,VWO-3218,Verify missing token returns 401 unauthorized (Edge),API,P1,Major,api|i18n|regression|ui,No auth header,1. GET /api/v1/me,401 with error message,Negative,sara.patel,VWO-25.S12,Draft
TC-04073,VWO-2078,Verify drop-off field highlighted in Forms report (tablet),Forms,P0,Critical,billing|firefox|integration|regression,Forms data ready,1. Open report,Highest drop field flagged,Functional,aditya.rao,VWO-25.S08,Active
TC-04074,VWO-4356,Verify Validate Installation reports missing snippet (tablet),SmartCode,P2,Major,dataloss|mobile|regression,Snippet not on site,1. Click Validate,Status = Not Found with troubleshooting tips,Negative,riya.sharma,VWO-25.S23,Active
TC-04075,VWO-2211,Verify session recordings list paginates 50 per page (slow 3G),Session Recordings,P1,Major,dataloss|regression,Recordings enabled,1. Navigate /recordings || 2. Scroll to next page,50 rows per page | Pagination works,Functional,promode.dutta,VWO-25.S36,Active
TC-04076,VWO-2840,Verify connecting Amplitude integration via OAuth (offline-online),Integrations,P2,Minor,integration|security|smoke,User has Admin role,1. Navigate /integrations/amplitude || 2. Click Connect || 3. Authorize,Integration shown as Connected | Audit log entry,Integration,dev.ranganathan,VWO-25.S33,Draft
TC-04077,VWO-1634,Verify QA force-variation API on iOS (re-entry),Mobile,P1,Critical,edge|mobile|performance,QA build,1. Call forceVariation('B'),Variation B always returned,Functional,dev.ranganathan,VWO-25.S18,Active
TC-04078,VWO-3175,Verify editing variation copy in A/B campaign #2343 (after refresh),AB Testing,P3,Major,regression|security,A/B campaign 2343 exists in Draft | User has Editor role,1. Open /campaigns/ab/2343/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,riya.sharma,VWO-25.S02,Active
TC-04079,VWO-1282,Verify QA Mode forces variation via cookie _vwo_qa for Chrome (cold start),AB Testing,P1,Critical,accessibility|api|firefox|regression,Chrome has VWO QA cookie set,1. Open test URL || 2. Reload 5 times,Same variation shown each reload | QA banner visible,Functional,sara.patel,VWO-25.S35,Active
TC-04080,VWO-1656,Verify retry queue when Google Analytics 5xx (after upgrade),Integrations,P2,Trivial,billing|regression|smoke,Google Analytics returns 503,1. Trigger event,Event queued and retried within 30m,Integration,vikram.singh,VWO-25.S37,Active
TC-04081,VWO-3271,Verify scrollmap rendering for '/checkout' (cold start),Heatmaps,P3,Critical,accessibility|e2e|regression|smoke|ui,Heatmap recorded 1k+ sessions,1. Open Heatmap || 2. Switch to Scrollmap,Color gradient overlays page | Avg fold depth shown,UI,anika.bose,VWO-25.S33,Active
TC-04082,VWO-4524,Verify Declare Winner promotes Variation B traffic to 100% (warm cache),AB Testing,P1,Major,api|integration|regression,Campaign 2795 has confidence > 95%,1. Open /campaigns/2795/report || 2. Click Declare Winner > Variation B,Variation B traffic = 100% | Banner: 'Winner declared',Functional,harsh.gupta,VWO-25.S32,Draft
TC-04083,VWO-5403,Verify field mapping UI for Pardot (cookieless),Integrations,P2,Minor,dataloss|gdpr|i18n|regression,Pardot connected,1. Open mappings || 2. Map vwo_variation -> custom_dim_5 || 3. Save,Mapping saved and applied,Functional,riya.sharma,VWO-25.S10,Active
TC-04084,VWO-3452,Verify stopping Personalization reverts visitors to default content (third-party blocked),Personalization,P2,Major,billing|i18n|integration|regression|sanity,Personalize running,1. Click Stop,Variant disabled within 60s | Default content served,Functional,arjun.kapoor,VWO-25.S37,Active
TC-04085,VWO-4405,Verify open-text survey shown on tablet only (strict CSP),Surveys,P3,Trivial,integration|regression|safari|sanity,Survey Draft,1. Audience=Tablet || 2. Launch,Tablet visitors see it; others do not,Functional,harsh.gupta,VWO-25.S37,Draft
TC-04086,VWO-4553,Verify likert survey shown on tablet only (IE-removed),Surveys,P2,Minor,regression|sanity,Survey Draft,1. Audience=Tablet || 2. Launch,Tablet visitors see it; others do not,Functional,promode.dutta,VWO-25.S30,Active
TC-04087,VWO-2127,Verify GEO Personalization shows local currency banner for IN visitors (EU DC),Personalization,P1,Minor,integration|regression,GEO mapping enabled,1. Set audience Country=IN || 2. Add change 'Currency=INR' || 3. Launch,IN visitors see INR pricing | Others see default,Functional,dev.ranganathan,VWO-25.S10,Draft
TC-04088,VWO-2918,Verify disconnecting Amplitude revokes tokens (role: Admin),Integrations,P1,Trivial,billing|gdpr|i18n|security,Amplitude connected,1. Click Disconnect || 2. Confirm,Tokens revoked | Status = Disconnected,Security,riya.sharma,VWO-25.S24,Active
TC-04089,VWO-3999,Verify scheduling weekly email digest of report (Asia DC),Reports,P2,Major,regression|ui,Report ready,1. Click Schedule Email || 2. Pick weekly,"Email scheduled, first run logged",Functional,neha.khanna,VWO-25.S10,Active
TC-04090,VWO-5556,Verify only one active connection per WordPress workspace (EU DC),Integrations,P2,Minor,accessibility|api|regression|ui,WordPress already connected,1. Try connect again,Warning 'Already connected',Negative,vikram.singh,VWO-25.S40,Active
TC-04091,VWO-5714,Verify survey supports up to 20 questions (US DC),Surveys,P2,Critical,chrome|firefox|i18n|regression|ui,User on /surveys/new,1. Add 20 questions || 2. Save,Saved with 20 questions | 21st rejected,Boundary,sara.patel,VWO-25.S42,Active
TC-04092,VWO-3226,Verify Segment OAuth callback handles state param (Asia DC),Integrations,P1,Major,gdpr|security,OAuth flow initiated,1. Complete consent || 2. Land on callback URL,State validated | Tokens stored encrypted,Security,harsh.gupta,VWO-25.S01,Active
TC-04093,VWO-1764,Verify duplicating funnel preserves all steps (regression),Funnels,P1,Trivial,chrome|mobile|regression|security,Funnel exists,1. Click Duplicate,Copy has same steps,Functional,arjun.kapoor,VWO-25.S12,Active
TC-04094,VWO-3321,Verify Edit HTML mode replaces inner HTML safely (regression),Editor,P1,Major,billing|dataloss|regression|safari|sanity,Editor loaded,1. Edit HTML of div,Inner HTML replaced | Sanitized,Functional,kavya.iyer,VWO-25.S08,Active
TC-04095,VWO-1777,Verify URL contains '/blog' condition in segment (p0),Segmentation,P1,Minor,performance|regression,Segment Draft,1. Add URL contains /blog || 2. Save,Saved,Functional,kavya.iyer,VWO-25.S51,Active
TC-04096,VWO-5014,Verify UTM-source-based Personalization for 'newsletter' (p1),Personalization,P2,Major,chrome|dataloss|regression|smoke,Personalize Draft,1. Audience utm_source=newsletter || 2. Save,Visitors with that UTM see variant,Functional,ishaan.mehta,VWO-25.S02,Archived
TC-04097,VWO-3414,Verify URL targeting with regex on A/B test (variation includes /pricing) (critical-path),AB Testing,P2,Minor,accessibility|dataloss|integration|regression|security,A/B campaign in Draft,1. Open URL targeting || 2. Add regex '.*/pricing.*' || 3. Save,Test triggers only on pricing pages | Other URLs unaffected,Functional,ishaan.mehta,VWO-25.S06,Active
TC-04098,VWO-4584,Verify creating open-text survey via /surveys/new (edge case),Surveys,P2,Minor,gdpr|regression|safari,User logged in,1. Navigate /surveys/new || 2. Pick open-text || 3. Add question text || 4. Save,open-text survey saved | Live URL generated,Functional,promode.dutta,VWO-25.S29,Active
TC-04099,VWO-4975,Verify Custom JS panel runs after page load (negative),Editor,P2,Blocker,regression|safari|ui,Editor loaded,"1. Add 'console.log(""hi"")' || 2. Save",Console prints 'hi' on preview,Functional,dev.ranganathan,VWO-25.S25,Active
TC-04100,VWO-1323,Verify currency switch USD->EUR for new invoices (negative),Billing,P1,Minor,billing|chrome|dataloss|edge|firefox,Billing tab open,1. Switch currency to EUR || 2. Save,Future invoices in EUR,Functional,vikram.singh,VWO-25.S14,Active
TC-04101,VWO-5829,Verify Chrome extension install flow (positive),Editor,P2,Minor,chrome|gdpr|mobile|regression,Chrome browser fresh,1. Install from store || 2. Pin,Extension icon in toolbar,Functional,sara.patel,VWO-25.S47,Active
TC-04102,VWO-5669,Verify Device tab on report breaks down by device (low-bandwidth),Reports,P1,Trivial,regression,Report ready,1. Open Device tab,Mobile/desktop/tablet stats shown,Functional,kavya.iyer,VWO-25.S47,Active
TC-04103,VWO-3934,Verify duplicating Personalization carries audience and changes (low-bandwidth),Personalization,P3,Minor,regression|security|smoke,Personalization exists,1. Duplicate,Copy has same audience + changes,Functional,sara.patel,VWO-25.S46,Active
TC-04104,VWO-4094,Verify global kill-switch disables all flags in Node.js (high-load),FullStack,P2,Minor,e2e|regression,Kill switch toggled,1. Call any flag API,All return default,Functional,aditya.rao,VWO-25.S41,Active
TC-04105,VWO-1174,Verify sharing segment across team members (rtl locale),Segmentation,P1,Minor,regression|sanity,Segment exists,1. Click Share || 2. Toggle Share=on,Other members see segment,Functional,kavya.iyer,VWO-25.S35,Active
TC-04106,VWO-2580,Verify Personalization supports up to 25 audience rules (en-US),Personalization,P2,Major,billing|edge|i18n|regression|ui,Personalize Draft,1. Add 25 conditions || 2. Save,Saved with 25 conditions | 26th rejected,Boundary,harsh.gupta,VWO-25.S29,Active
TC-04107,VWO-4593,Verify deleting funnel removes it permanently (en-GB),Funnels,P3,Minor,chrome|i18n|regression|smoke,Funnel exists,1. Click Delete || 2. Confirm,Funnel gone from list,Functional,neha.khanna,VWO-25.S25,Active
TC-04108,VWO-3845,Verify minimum OAuth scopes requested for WordPress (fr-FR),Integrations,P3,Minor,integration|sanity|security,User initiates connect,1. Inspect consent screen,Only required scopes listed,Security,aditya.rao,VWO-25.S27,Active
TC-04109,VWO-3594,Verify URL fragment (#section) preserved through Split URL (de-DE),Split URL,P1,Major,accessibility|gdpr|regression|sanity,Split URL test running,1. Open /pricing#enterprise,Variant URL ends with #enterprise,Functional,aditya.rao,VWO-25.S37,Active
TC-04110,VWO-2906,Verify deleting engagement goal asks for confirmation (ja-JP),Goals,P3,Minor,regression|safari,Campaign 1292 has goal,1. Click delete || 2. Confirm,Goal removed | Audit log entry,Functional,harsh.gupta,VWO-25.S38,Active
TC-04111,VWO-4996,Verify only one active connection per Hubspot workspace (hi-IN),Integrations,P2,Major,api|i18n|regression|ui,Hubspot already connected,1. Try connect again,Warning 'Already connected',Negative,arjun.kapoor,VWO-25.S42,Active
TC-04112,VWO-2030,Verify recording playback uses < 200MB memory for 10-min session (Safari),Session Recordings,P3,Major,e2e|performance,10-min recording,1. Open Devtools memory || 2. Play to end,Memory stays below 200MB,Performance,harsh.gupta,VWO-25.S14,Active
TC-04113,VWO-1879,Verify recording playback uses < 200MB memory for 10-min session (Chrome),Session Recordings,P2,Minor,firefox|performance|regression|security,10-min recording,1. Open Devtools memory || 2. Play to end,Memory stays below 200MB,Performance,harsh.gupta,VWO-25.S10,Active
TC-04114,VWO-2260,Verify rotating account key forces snippet reinstall (Firefox),SmartCode,P1,Trivial,accessibility|edge|regression|sanity|security,Active key,1. Click Rotate || 2. Confirm,New key issued; old stops within 24h,Security,dev.ranganathan,VWO-25.S38,Active
TC-04115,VWO-3912,Verify clickmap shows top-clicked elements on '/' (Safari),Heatmaps,P1,Minor,i18n|mobile|regression,Heatmap data ready,1. Open Clickmap,Top 10 clicked elements listed | Click counts visible,Functional,aditya.rao,VWO-25.S36,Active
TC-04116,VWO-1489,Verify Personalization campaign for 'Returning user' audience (Edge),Personalization,P2,Major,api|e2e|regression,User logged in | SmartCode installed,1. Navigate /campaigns/personalize/new || 2. Pick audience 'Returning user' || 3. Add change || 4. Save,Campaign saved | Targets only that audience,Functional,promode.dutta,VWO-25.S07,Active
TC-04117,VWO-5347,Verify skip logic in NPS survey skips Q3 if Q2='No' (mobile-web),Surveys,P2,Major,edge|regression|security,Survey Draft,1. Add skip rule Q2=No -> skip Q3 || 2. Launch,Q3 hidden when Q2 answered 'No',Functional,dev.ranganathan,VWO-25.S42,Active
TC-04118,VWO-5551,Verify POST /api/v1/webhooks creates a webhook subscription (tablet),API,P2,Critical,api|dataloss|gdpr|safari|sanity,Token write scope,1. POST with url + events,201 with id and signing key,API,aditya.rao,VWO-25.S12,Archived
TC-04119,VWO-1748,Verify editing variation copy in A/B campaign #3172 (offline-online),AB Testing,P1,Trivial,e2e|regression|ui,A/B campaign 3172 exists in Draft | User has Editor role,1. Open /campaigns/ab/3172/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,aditya.rao,VWO-25.S47,Active
TC-04120,VWO-5095,Verify campaign supports up to 100 goals (offline-online),Goals,P1,Critical,i18n|regression|safari,Campaign 4605 has 99 goals,1. Add 100th goal,Saved | 101st rejected,Boundary,harsh.gupta,VWO-25.S33,Active
TC-04121,VWO-2291,Verify Browser tab on report breaks down by browser (re-entry),Reports,P3,Major,dataloss|regression,Report ready,1. Open Browser tab,Per-browser stats shown,Functional,ishaan.mehta,VWO-25.S44,Active
